OFNS_DESC,Latitude,Longitude
DANGEROUS DRUGS,40.64413015400004,-74.08572352199997
BURGLARY,40.62801396100008,-74.14692482899994
HARRASSMENT 2,40.62685806400003,-74.16344337699995
HARRASSMENT 2,40.56961193700005,-74.10815662899995
HARRASSMENT 2,40.508764542000044,-74.22266011399995
INTOXICATED & IMPAIRED DRIVING,40.623188378000066,-74.14923769499995
ASSAULT 3 & RELATED OFFENSES,40.63116499800003,-74.14691375299998
INTOXICATED & IMPAIRED DRIVING,40.57428568800003,-74.10591440499995
OFF. AGNST PUB ORD SENSBLTY &,40.628846907000025,-74.14153355099995
GRAND LARCENY,40.63164893800007,-74.11752707899994
HARRASSMENT 2,40.628949423000044,-74.11618935699995
HARRASSMENT 2,40.62106625400003,-74.08495545199997
PETIT LARCENY,40.62685806400003,-74.16344337699995
BURGLARY,40.62088872600003,-74.14456052099996
PETIT LARCENY,40.57829116400006,-74.10199328499993
CRIMINAL MISCHIEF & RELATED OF,40.64472094400003,-74.07703271999998
GRAND LARCENY OF MOTOR VEHICLE,40.63893495700007,-74.167396797
CRIMINAL MISCHIEF & RELATED OF,40.63122316200002,-74.10051059299997
UNAUTHORIZED USE OF A VEHICLE,40.62685806400003,-74.16344337699995
BURGLARY,40.62423677200008,-74.08075553299993
SEX CRIMES,40.62368882200008,-74.15065813299998
PETIT LARCENY,40.50483946700007,-74.24164079399995
INTOXICATED & IMPAIRED DRIVING,40.63090487300008,-74.13046314499995
GRAND LARCENY,40.60221996000007,-74.13901390099994
OFF. AGNST PUB ORD SENSBLTY &,40.636369999000074,-74.11750657
OFF. AGNST PUB ORD SENSBLTY &,40.61378930800004,-74.069336004
HARRASSMENT 2,40.637998160000045,-74.08591021199999
CRIMINAL MISCHIEF & RELATED OF,40.533607319000055,-74.23402099899994
HARRASSMENT 2,40.634473601000025,-74.07858455499998
DANGEROUS DRUGS,40.635504347000044,-74.08045570999997
DANGEROUS DRUGS,40.64731025200007,-74.08719787899997
GRAND LARCENY,40.58692579000007,-74.16408371599994
HARRASSMENT 2,40.635013991000044,-74.08296636899995
GRAND LARCENY OF MOTOR VEHICLE,40.58716554400007,-74.193459697
MISCELLANEOUS PENAL LAW,40.635013991000044,-74.08296636899995
DANGEROUS DRUGS,40.63732956500007,-74.08055158999997
MISCELLANEOUS PENAL LAW,40.55415690600006,-74.16691809599996
FELONY ASSAULT,40.579481971000064,-74.07803025699997
ASSAULT 3 & RELATED OFFENSES,40.60968249900003,-74.14611374499998
PETIT LARCENY,40.62783413500005,-74.14802681499998
HARRASSMENT 2,40.52809493000007,-74.23707729599995
DANGEROUS WEAPONS,40.63667509900005,-74.11975179699994
PETIT LARCENY,40.51158633800003,-74.24930372699998
CRIMINAL MISCHIEF & RELATED OF,40.63100203900007,-74.10825251999995
PETIT LARCENY,40.58898288800003,-74.09135945599995
INTOXICATED & IMPAIRED DRIVING,40.62561030000006,-74.07503292599996
GRAND LARCENY,40.52430632400007,-74.18526009599998
INTOXICATED & IMPAIRED DRIVING,40.633349972000076,-74.09451144399995
CRIMINAL MISCHIEF & RELATED OF,40.62162285900007,-74.10848946399994
CRIMINAL MISCHIEF & RELATED OF,40.596037101000036,-74.08023171199994
INTOXICATED & IMPAIRED DRIVING,40.63535417700007,-74.13521694599996
HARRASSMENT 2,40.594215715000075,-74.07855157799997
HARRASSMENT 2,40.63684945000005,-74.08407478499998
CRIMINAL MISCHIEF & RELATED OF,40.626039349000045,-74.17693979999996
DANGEROUS DRUGS,40.63683060900007,-74.13775287699998
ASSAULT 3 & RELATED OFFENSES,40.59575323800004,-74.07791244099997
INTOXICATED & IMPAIRED DRIVING,40.623188378000066,-74.14923769499995
ASSAULT 3 & RELATED OFFENSES,40.55202751100006,-74.14419922399995
MISCELLANEOUS PENAL LAW,40.63688985400006,-74.08132571399995
INTOXICATED & IMPAIRED DRIVING,40.64083765400005,-74.17975715699998
ASSAULT 3 & RELATED OFFENSES,40.59575323800004,-74.07791244099997
HARRASSMENT 2,40.62039690700004,-74.08443588999995
HARRASSMENT 2,40.613214009000046,-74.06262531799997
FELONY ASSAULT,40.604802855000045,-74.08560820099996
OFFENSES AGAINST PUBLIC ADMINI,40.53289513400005,-74.18679123099997
RAPE,40.573849649000074,-74.10549615599997
INTOXICATED & IMPAIRED DRIVING,40.53336977800007,-74.18859848899997
HARRASSMENT 2,40.61274163000007,-74.09830371199999
PETIT LARCENY,40.62617965800007,-74.13408879799994
ASSAULT 3 & RELATED OFFENSES,40.516579523000075,-74.19687717199997
HARRASSMENT 2,40.581537433000044,-74.11174359999995
SEX CRIMES,40.62368882200008,-74.15065813299998
ASSAULT 3 & RELATED OFFENSES,40.613127916000046,-74.12198226599996
FORGERY,40.595898526000035,-74.08587764899994
HARRASSMENT 2,40.611342599000075,-74.12051672799998
ASSAULT 3 & RELATED OFFENSES,40.63449190100005,-74.118151787
DANGEROUS DRUGS,40.53063150400004,-74.21748806199997
HARRASSMENT 2,40.581537433000044,-74.11174359999995
INTOXICATED & IMPAIRED DRIVING,40.61409586700007,-74.06613431099998
ASSAULT 3 & RELATED OFFENSES,40.62083516900003,-74.08189330699997
HARRASSMENT 2,40.577964345000055,-74.10524346399995
CRIMINAL MISCHIEF & RELATED OF,40.594215715000075,-74.07855157799997
HARRASSMENT 2,40.63289104200004,-74.07683171799994
HARRASSMENT 2,40.64544846200005,-74.08081363799994
INTOXICATED & IMPAIRED DRIVING,40.52793249100006,-74.21648645799998
ASSAULT 3 & RELATED OFFENSES,40.581537433000044,-74.11174359999995
DANGEROUS DRUGS,40.543298451000055,-74.19151570699995
FELONY ASSAULT,40.58980851600006,-74.16166765699995
BURGLARY,40.635013471000036,-74.13782478699994
HARRASSMENT 2,40.587197555000046,-74.16212938299998
PETIT LARCENY,40.59839191200007,-74.06780040699994
CRIMINAL MISCHIEF & RELATED OF,40.62788675000007,-74.10524293299993
ASSAULT 3 & RELATED OFFENSES,40.63449190100005,-74.118151787
PETIT LARCENY,40.57817567600006,-74.16952683799997
ASSAULT 3 & RELATED OFFENSES,40.62384888900005,-74.08197985899994
ASSAULT 3 & RELATED OFFENSES,40.607438986000034,-74.06257308199997
MISCELLANEOUS PENAL LAW,40.60485743200008,-74.12986844499993
OFF. AGNST PUB ORD SENSBLTY &,40.60116888700002,-74.13424023
CRIMINAL MISCHIEF & RELATED OF,40.601733502000066,-74.19270245199993
HARRASSMENT 2,40.57414012800007,-74.10600776499997
HARRASSMENT 2,40.57285589400004,-74.11697368099993
VEHICLE AND TRAFFIC LAWS,40.566004298000045,-74.15045965099996
HARRASSMENT 2,40.634557256000036,-74.13366607499995
FELONY ASSAULT,40.62083516900003,-74.08189330699997
HARRASSMENT 2,40.61624573000006,-74.15005061699995
HARRASSMENT 2,40.626039349000045,-74.17693979999996
HARRASSMENT 2,40.59901707700004,-74.07332857599994
INTOXICATED & IMPAIRED DRIVING,40.55026063900005,-74.22131586099994
BURGLARY,40.62100643400004,-74.09803851699995
FORGERY,40.59851238200008,-74.09193064699997
HARRASSMENT 2,40.63780678900008,-74.09201720899993
ASSAULT 3 & RELATED OFFENSES,40.63370120600007,-74.11834133899998
DANGEROUS WEAPONS,40.59035033500004,-74.06662566999995
INTOXICATED & IMPAIRED DRIVING,40.57324132900004,-74.14701672399997
HARRASSMENT 2,40.577964345000055,-74.10524346399995
HARRASSMENT 2,40.59376745700007,-74.13547119899994
FELONY ASSAULT,40.55293940000007,-74.21120927799996
ASSAULT 3 & RELATED OFFENSES,40.633659326000036,-74.13633040199994
CRIMINAL MISCHIEF & RELATED OF,40.61721002100006,-74.16731710099998
PETIT LARCENY,40.58802548700004,-74.09068486999998
OFFENSES AGAINST PUBLIC ADMINI,40.60485743200008,-74.12986844499993
NYS LAWS-UNCLASSIFIED FELONY,40.57428568800003,-74.10591440499995
HARRASSMENT 2,40.63449190100005,-74.118151787
MISCELLANEOUS PENAL LAW,40.644752079000064,-74.08724138199995
INTOXICATED & IMPAIRED DRIVING,40.55728737800007,-74.20504755199994
HARRASSMENT 2,40.64544846200005,-74.08081363799994
GRAND LARCENY OF MOTOR VEHICLE,40.63533127400007,-74.07666158499995
CRIMINAL MISCHIEF & RELATED OF,40.58904900400006,-74.18818686599997
PETIT LARCENY,40.61599820300006,-74.07042967899997
CRIMINAL MISCHIEF & RELATED OF,40.626039349000045,-74.17693979999996
HARRASSMENT 2,40.62494198300004,-74.08104097499995
HARRASSMENT 2,40.541378242000064,-74.15428633599998
ASSAULT 3 & RELATED OFFENSES,40.56539505300003,-74.11191815299998
MISCELLANEOUS PENAL LAW,40.607438986000034,-74.06257308199997
ASSAULT 3 & RELATED OFFENSES,40.614664952000055,-74.07782645899994
ASSAULT 3 & RELATED OFFENSES,40.633659326000036,-74.13633040199994
HARRASSMENT 2,40.611174411000036,-74.14493926799997
ASSAULT 3 & RELATED OFFENSES,40.60583714400008,-74.08627578099998
BURGLARY,40.575032331000045,-74.09650595299998
OFF. AGNST PUB ORD SENSBLTY &,40.54535565100008,-74.15819587399994
OFF. AGNST PUB ORD SENSBLTY &,40.532067306000044,-74.19600545599997
MISCELLANEOUS PENAL LAW,40.63681896700007,-74.11865312699997
PETIT LARCENY,40.54490930600008,-74.16137912499995
PETIT LARCENY,40.608832979000056,-74.15953479999997
MISCELLANEOUS PENAL LAW,40.550882781000034,-74.13529428999993
PETIT LARCENY,40.573216436000045,-74.10152118599996
PETIT LARCENY,40.61261362700003,-74.08312221699998
INTOXICATED & IMPAIRED DRIVING,40.626226376000034,-74.15782557499993
ROBBERY,40.64273535700005,-74.07866635299997
KIDNAPPING & RELATED OFFENSES,40.61303033100006,-74.07164033899994
FELONY ASSAULT,40.63231069300008,-74.11176016499998
INTOXICATED & IMPAIRED DRIVING,40.60485743200008,-74.12986844499993
PETIT LARCENY,40.62685806400003,-74.16344337699995
HARRASSMENT 2,40.535629011000026,-74.22221357499996
OFF. AGNST PUB ORD SENSBLTY &,40.611293815000074,-74.06045171399995
HARRASSMENT 2,40.55849974400007,-74.13520175099995
FELONY ASSAULT,40.60909547200004,-74.07411037599995
HARRASSMENT 2,40.634575218000066,-74.11720076299997
PETIT LARCENY,40.61549122300004,-74.08165622999995
FELONY ASSAULT,40.633659326000036,-74.13633040199994
HARRASSMENT 2,40.53558542800005,-74.20887715899994
GRAND LARCENY,40.51334845500002,-74.24806594299997
DANGEROUS WEAPONS,40.62423677200008,-74.08075553299993
CRIMINAL MISCHIEF & RELATED OF,40.511753820000074,-74.24288133799999
CRIMINAL MISCHIEF & RELATED OF,40.53315870500006,-74.16716064399995
VEHICLE AND TRAFFIC LAWS,40.52976246500003,-74.21103171799997
PETIT LARCENY,40.623226819000074,-74.14922697299994
PETIT LARCENY,40.586855984000074,-74.10082545299997
GRAND LARCENY OF MOTOR VEHICLE,40.62919122900007,-74.07658608199995
FELONY ASSAULT,40.63209153700007,-74.13905090599997
OFFENSES AGAINST PUBLIC ADMINI,40.62342798600001,-74.08330139199995
ASSAULT 3 & RELATED OFFENSES,40.614624398000046,-74.08471673399998
HARRASSMENT 2,40.56067706700002,-74.16982433399994
OFF. AGNST PUB ORD SENSBLTY &,40.612040508000064,-74.07844289199994
HARRASSMENT 2,40.608003085000064,-74.16022790399995
HARRASSMENT 2,40.62384888900005,-74.08197985899994
HARRASSMENT 2,40.61551618300007,-74.12924804599999
GRAND LARCENY,40.63470683400004,-74.10602831799997
OFFENSES AGAINST PUBLIC ADMINI,40.63412614500004,-74.11614432599998
ASSAULT 3 & RELATED OFFENSES,40.628256419000024,-74.14834838199994
FRAUDS,40.63669802700008,-74.14728263399995
HARRASSMENT 2,40.57494078100007,-74.12586859999993
PETIT LARCENY,40.63676628300004,-74.07743067999998
PETIT LARCENY,40.644752079000064,-74.08724138199995
MISCELLANEOUS PENAL LAW,40.51146119600002,-74.23844244499998
ASSAULT 3 & RELATED OFFENSES,40.53514360500003,-74.17962037399997
HARRASSMENT 2,40.536838454000076,-74.19562370699998
HARRASSMENT 2,40.59997732000005,-74.13684139699996
MISCELLANEOUS PENAL LAW,40.63674413600006,-74.13428297199994
MISCELLANEOUS PENAL LAW,40.64005384700005,-74.08612184599998
OFF. AGNST PUB ORD SENSBLTY &,40.618602603000056,-74.16086929999993
DANGEROUS WEAPONS,40.644752079000064,-74.08724138199995
HARRASSMENT 2,40.61551618300007,-74.12924804599999
POSSESSION OF STOLEN PROPERTY,40.628256419000024,-74.14834838199994
OFFENSES AGAINST PUBLIC ADMINI,40.61695378100006,-74.08224153699997
HARRASSMENT 2,40.604802855000045,-74.08560820099996
PETIT LARCENY,40.57386351500002,-74.09594271999998
MISCELLANEOUS PENAL LAW,40.55953028900007,-74.14323652399997
HARRASSMENT 2,40.53615545600008,-74.22250313599994
HARRASSMENT 2,40.594786154000076,-74.12547031599996
GRAND LARCENY,40.55442139100006,-74.17183444599993
CRIMINAL MISCHIEF & RELATED OF,40.612047916000044,-74.17948153899994
PETIT LARCENY,40.59357907400005,-74.18749029099996
ASSAULT 3 & RELATED OFFENSES,40.55953028900007,-74.14323652399997
PETIT LARCENY,40.617175006000025,-74.09099101899994
HARRASSMENT 2,40.551856053000044,-74.13392164899994
CRIMINAL MISCHIEF & RELATED OF,40.609900435000036,-74.08494484299997
HARRASSMENT 2,40.59365861500004,-74.06523909599997
GRAND LARCENY,40.64190834900006,-74.11542279599996
INTOXICATED & IMPAIRED DRIVING,40.606770966000056,-74.16582515999994
GRAND LARCENY,40.54964658800003,-74.22232856199997
MISCELLANEOUS PENAL LAW,40.61261362700003,-74.08312221699998
HARRASSMENT 2,40.633486765000036,-74.163427185
CRIMINAL MISCHIEF & RELATED OF,40.62359580100008,-74.08277205899999
HARRASSMENT 2,40.52298664500006,-74.17617424099996
HARRASSMENT 2,40.516306741000044,-74.19426886799994
OFF. AGNST PUB ORD SENSBLTY &,40.608003085000064,-74.16022790399995
CRIMINAL MISCHIEF & RELATED OF,40.63891522000005,-74.08173173499993
HARRASSMENT 2,40.595668128000064,-74.08926212299998
OFF. AGNST PUB ORD SENSBLTY &,40.53885347300008,-74.19381633099994
GRAND LARCENY,40.58677588500007,-74.16139748999996
CRIMINAL MISCHIEF & RELATED OF,40.637219146000064,-74.12689044199995
DANGEROUS DRUGS,40.63244736200004,-74.13987308799993
CRIMINAL MISCHIEF & RELATED OF,40.60730671400006,-74.14515776299999
GRAND LARCENY,40.57611258500003,-74.10416421599997
HARRASSMENT 2,40.614424420000034,-74.08034745999998
GRAND LARCENY,40.63919056200007,-74.09490165199999
ROBBERY,40.645483279000075,-74.09286380999998
PETIT LARCENY,40.51158633800003,-74.24930372699998
DANGEROUS DRUGS,40.63968673000005,-74.07744127599993
GRAND LARCENY,40.61275729700003,-74.12711407299997
OFFENSES AGAINST PUBLIC ADMINI,40.61609863500007,-74.14918582399997
PETIT LARCENY,40.60657684100005,-74.11863539199999
HARRASSMENT 2,40.60906621500004,-74.08467726699999
OFF. AGNST PUB ORD SENSBLTY &,40.621482670000034,-74.07834232099998
HARRASSMENT 2,40.62634288800007,-74.07544803499997
HARRASSMENT 2,40.607698440000036,-74.08944387599996
HARRASSMENT 2,40.553999389000076,-74.19542924899997
ROBBERY,40.63349663600008,-74.141492972
GRAND LARCENY OF MOTOR VEHICLE,40.526110604000046,-74.20871086199999
FRAUDS,40.62296989200007,-74.16643096699994
OFF. AGNST PUB ORD SENSBLTY &,40.608003085000064,-74.16022790399995
PETIT LARCENY,40.615935216000025,-74.14820573799993
MISCELLANEOUS PENAL LAW,40.59680209800007,-74.06401786799995
PETIT LARCENY,40.644726221000035,-74.08132805899999
CRIMINAL MISCHIEF & RELATED OF,40.55961565000007,-74.15157890999996
HARRASSMENT 2,40.64572779000007,-74.08549494999993
GRAND LARCENY,40.610566773000066,-74.17703565299998
PETIT LARCENY,40.619984368000075,-74.07365418999996
ASSAULT 3 & RELATED OFFENSES,40.638242355000045,-74.078351189
HARRASSMENT 2,40.595898526000035,-74.08587764899994
ASSAULT 3 & RELATED OFFENSES,40.60583714400008,-74.08627578099998
OFF. AGNST PUB ORD SENSBLTY &,40.608003085000064,-74.16022790399995
CRIMINAL MISCHIEF & RELATED OF,40.61246906400004,-74.06933103099993
ASSAULT 3 & RELATED OFFENSES,40.577406805000074,-74.11695285199994
HARRASSMENT 2,40.561653772000064,-74.13264205499998
PETIT LARCENY,40.58833921000007,-74.19248738
OFF. AGNST PUB ORD SENSBLTY &,40.627449771000045,-74.12243714499994
CRIMINAL MISCHIEF & RELATED OF,40.63647092400004,-74.10690305299994
PETIT LARCENY,40.60318126100003,-74.13148933799994
HARRASSMENT 2,40.508764542000044,-74.22266011399995
HARRASSMENT 2,40.60926822400006,-74.08616496499997
MISCELLANEOUS PENAL LAW,40.59240185600004,-74.07788332599996
ASSAULT 3 & RELATED OFFENSES,40.582301992000055,-74.16893609499994
CRIMINAL TRESPASS,40.63776353100008,-74.08766101199996
OFFENSES AGAINST PUBLIC ADMINI,40.63158335000002,-74.08622620199995
CRIMINAL MISCHIEF & RELATED OF,40.52642564900003,-74.22361102699995
PETIT LARCENY,40.617175006000025,-74.09099101899994
HARRASSMENT 2,40.55541668300003,-74.12358625899995
PETIT LARCENY,40.56216068900005,-74.17437006599994
HARRASSMENT 2,40.60760845500005,-74.11637190399993
ROBBERY,40.63270492800007,-74.09113468899994
ASSAULT 3 & RELATED OFFENSES,40.63663152200007,-74.08177937999993
MISCELLANEOUS PENAL LAW,40.62641577200003,-74.08127332299993
CRIMINAL MISCHIEF & RELATED OF,40.64689572700007,-74.07971990099996
GRAND LARCENY,40.523158008000046,-74.23923232899993
HARRASSMENT 2,40.58740074800004,-74.06944541899995
PETIT LARCENY,40.58020025900004,-74.16073360099993
FELONY ASSAULT,40.62634288800007,-74.07544803499997
PETIT LARCENY,40.57580373900004,-74.16981239899997
GRAND LARCENY,40.639056863000064,-74.08324523699997
MISCELLANEOUS PENAL LAW,40.58791079600008,-74.10300888799998
MISCELLANEOUS PENAL LAW,40.58791079600008,-74.10300888799998
ROBBERY,40.596643131000064,-74.06838197199994
FELONY ASSAULT,40.593962976000064,-74.08277133299998
OFF. AGNST PUB ORD SENSBLTY &,40.619049906000036,-74.16481466199998
HARRASSMENT 2,40.60669221000006,-74.06775121399994
MISCELLANEOUS PENAL LAW,40.53615545600008,-74.22250313599994
OFF. AGNST PUB ORD SENSBLTY &,40.637213958000075,-74.08846377299993
SEX CRIMES,40.64472613100002,-74.07748315899995
UNAUTHORIZED USE OF A VEHICLE,40.63559821900003,-74.07560261799993
PETIT LARCENY,40.582301992000055,-74.16893609499994
HARRASSMENT 2,40.555278230000056,-74.13676424099998
VEHICLE AND TRAFFIC LAWS,40.598943185000046,-74.06376064999995
FELONY ASSAULT,40.63935117200003,-74.08613535099995
DANGEROUS DRUGS,40.63430858000004,-74.12024114699994
HARRASSMENT 2,40.556497859000046,-74.13827819599999
FRAUDS,40.626448939000056,-74.12656735599995
FELONY ASSAULT,40.586373818000034,-74.10288410699997
HARRASSMENT 2,40.561653772000064,-74.13264205499998
PETIT LARCENY,40.623226819000074,-74.14922697299994
ASSAULT 3 & RELATED OFFENSES,40.62542371800004,-74.074935451
OFFENSES AGAINST PUBLIC ADMINI,40.549331537000064,-74.19479308599993
ASSAULT 3 & RELATED OFFENSES,40.60233841300004,-74.12426370799993
CRIMINAL MISCHIEF & RELATED OF,40.63544471700004,-74.12043775599993
MISCELLANEOUS PENAL LAW,40.635748327000044,-74.12144713799995
THEFT-FRAUD,40.627370203000055,-74.12991225299999
OTHER STATE LAWS (NON PENAL LA,40.58918037800004,-74.09491339
CRIMINAL MISCHIEF & RELATED OF,40.63898417600007,-74.17125230499995
OFFENSES AGAINST PUBLIC ADMINI,40.63990481200005,-74.08720621799995
PETIT LARCENY,40.62496596600005,-74.14576895199998
HARRASSMENT 2,40.62221251000005,-74.08265507199997
RAPE,40.64472613100002,-74.07748315899995
MISCELLANEOUS PENAL LAW,40.608461244000075,-74.08243636099995
OFF. AGNST PUB ORD SENSBLTY &,40.627108243000066,-74.08400127099996
HARRASSMENT 2,40.633106542000064,-74.08644794299995
ASSAULT 3 & RELATED OFFENSES,40.63676628300004,-74.07743067999998
HARRASSMENT 2,40.553193325000045,-74.15528522399995
PETIT LARCENY,40.582301992000055,-74.16893609499994
HARRASSMENT 2,40.637998160000045,-74.08591021199999
GRAND LARCENY,40.51424557800004,-74.19576619099996
HARRASSMENT 2,40.56255458900005,-74.11149230699993
PETIT LARCENY,40.56703526500007,-74.113126659
HARRASSMENT 2,40.608461244000075,-74.08243636099995
HARRASSMENT 2,40.63990055500005,-74.13668906099997
HARRASSMENT 2,40.63570801200007,-74.16863893799997
OFFENSES AGAINST PUBLIC ADMINI,40.52809493000007,-74.23707729599995
FELONY ASSAULT,40.614624398000046,-74.08471673399998
MISCELLANEOUS PENAL LAW,40.628258763000076,-74.16089257599998
PETIT LARCENY,40.61067800700005,-74.14018763799999
HARRASSMENT 2,40.58813052500005,-74.16615691599996
CRIMINAL MISCHIEF & RELATED OF,40.56107027300004,-74.15977344099997
OFF. AGNST PUB ORD SENSBLTY &,40.63739917600003,-74.16071284299994
OFF. AGNST PUB ORD SENSBLTY &,40.560863787000066,-74.17881858199995
PETIT LARCENY,40.58604944900002,-74.16839472799995
PETIT LARCENY,40.56584169300004,-74.14013313699995
CRIMINAL MISCHIEF & RELATED OF,40.63616114400003,-74.13980881199996
ADMINISTRATIVE CODE,40.637947967000045,-74.13049853399998
HARRASSMENT 2,40.63597097000007,-74.16136514899993
ASSAULT 3 & RELATED OFFENSES,40.614624398000046,-74.08471673399998
GRAND LARCENY,40.587197555000046,-74.16212938299998
OFFENSES AGAINST PUBLIC ADMINI,40.635748327000044,-74.12144713799995
HARRASSMENT 2,40.620526131000084,-74.07626995599996
PETIT LARCENY,40.53248569700002,-74.19206031
HARRASSMENT 2,40.612506806000056,-74.16637246499994
HARRASSMENT 2,40.62614207300004,-74.15725258299993
HARRASSMENT 2,40.60721827400005,-74.07373374299993
HARRASSMENT 2,40.552781726000035,-74.15315034899999
DANGEROUS DRUGS,40.56925102100007,-74.15075491499994
FORGERY,40.60510059800004,-74.09105379099998
NYS LAWS-UNCLASSIFIED FELONY,40.63684945000005,-74.08407478499998
HARRASSMENT 2,40.57794041600005,-74.16135093999998
HARRASSMENT 2,40.56584169300004,-74.14013313699995
PETIT LARCENY,40.51158633800003,-74.24930372699998
OFF. AGNST PUB ORD SENSBLTY &,40.62998115300008,-74.16378607399997
PETIT LARCENY,40.51158633800003,-74.24930372699998
CRIMINAL TRESPASS,40.64246578400008,-74.07951642399995
PETIT LARCENY,40.637396995000074,-74.09303631299997
FELONY ASSAULT,40.63669989700002,-74.08587971599997
HARRASSMENT 2,40.604802855000045,-74.08560820099996
MISCELLANEOUS PENAL LAW,40.598943185000046,-74.06376064999995
MISCELLANEOUS PENAL LAW,40.60721827400005,-74.07373374299993
FELONY ASSAULT,40.63914559300008,-74.13681002199995
ASSAULT 3 & RELATED OFFENSES,40.633106542000064,-74.08644794299995
ASSAULT 3 & RELATED OFFENSES,40.64075103400006,-74.08610833299997
BURGLARY,40.63865150000004,-74.13214294199997
POSSESSION OF STOLEN PROPERTY,40.614624398000046,-74.08471673399998
HARRASSMENT 2,40.63719639900006,-74.14387883899997
CRIMINAL MISCHIEF & RELATED OF,40.644752079000064,-74.08724138199995
HARRASSMENT 2,40.61549122300004,-74.08165622999995
MISCELLANEOUS PENAL LAW,40.64557435600005,-74.08875593199997
INTOXICATED & IMPAIRED DRIVING,40.59981900700007,-74.178242314
CRIMINAL MISCHIEF & RELATED OF,40.62016884900004,-74.07695755599997
PETIT LARCENY,40.61178334200008,-74.12162684399993
ASSAULT 3 & RELATED OFFENSES,40.62046596600004,-74.10698548299997
OFF. AGNST PUB ORD SENSBLTY &,40.543312865000075,-74.16830142599997
OFFENSES AGAINST THE PERSON,40.60719583400004,-74.16238323299996
HARRASSMENT 2,40.58585969300003,-74.19629654799998
ASSAULT 3 & RELATED OFFENSES,40.601733502000066,-74.19270245199993
INTOXICATED & IMPAIRED DRIVING,40.63807161500005,-74.11765729299998
PETIT LARCENY,40.644752079000064,-74.08724138199995
INTOXICATED & IMPAIRED DRIVING,40.63280289400007,-74.13404446099996
FRAUDS,40.605845316000064,-74.11999180799995
ASSAULT 3 & RELATED OFFENSES,40.554859976000046,-74.16852483799995
INTOXICATED & IMPAIRED DRIVING,40.53221431300005,-74.20302083399997
CRIMINAL MISCHIEF & RELATED OF,40.56646391100002,-74.13627964799997
CRIMINAL MISCHIEF & RELATED OF,40.56107027300004,-74.15977344099997
CRIMINAL MISCHIEF & RELATED OF,40.64472094400003,-74.07703271999998
OFF. AGNST PUB ORD SENSBLTY &,40.61865885200007,-74.07331053099993
OFF. AGNST PUB ORD SENSBLTY &,40.610566773000066,-74.17703565299998
MISCELLANEOUS PENAL LAW,40.622118165000074,-74.08406343299998
GRAND LARCENY,40.64434490700007,-74.08483374599997
PETIT LARCENY,40.576425821000036,-74.09753750499993
FELONY ASSAULT,40.60672362800005,-74.16438447399997
INTOXICATED & IMPAIRED DRIVING,40.623188378000066,-74.14923769499995
FELONY ASSAULT,40.63652500300003,-74.11623137199997
PETIT LARCENY,40.55720576800008,-74.14074480399995
MISCELLANEOUS PENAL LAW,40.61556950800008,-74.08348608699998
CRIMINAL MISCHIEF & RELATED OF,40.519991533000045,-74.22930114999998
CRIMINAL MISCHIEF & RELATED OF,40.536720399000046,-74.16217241999993
HARRASSMENT 2,40.62256146200008,-74.16025204599998
MISCELLANEOUS PENAL LAW,40.59850061600008,-74.10258950899998
CRIMINAL MISCHIEF & RELATED OF,40.55200903600007,-74.16789511199994
UNAUTHORIZED USE OF A VEHICLE,40.58014448400007,-74.09818013299997
CRIMINAL MISCHIEF & RELATED OF,40.595306032000046,-74.16190061699997
DANGEROUS DRUGS,40.642900783000066,-74.11385344399997
DANGEROUS DRUGS,40.634265526000036,-74.08176206899999
HARRASSMENT 2,40.561215315000034,-74.13439028199997
HARRASSMENT 2,40.62409282000005,-74.15235215299998
INTOXICATED & IMPAIRED DRIVING,40.62736941100008,-74.15287479499993
ROBBERY,40.62895853100008,-74.07972729599999
HARRASSMENT 2,40.641738260000075,-74.075678037
HARRASSMENT 2,40.58936024500007,-74.08968574899995
HARRASSMENT 2,40.54043724300004,-74.14766412599994
MISCELLANEOUS PENAL LAW,40.594547447000025,-74.14190734299996
CRIMINAL MISCHIEF & RELATED OF,40.645022746000045,-74.077216847
DANGEROUS DRUGS,40.58014448400007,-74.09818013299997
MISCELLANEOUS PENAL LAW,40.63681896700007,-74.11865312699997
INTOXICATED & IMPAIRED DRIVING,40.623188378000066,-74.14923769499995
OFF. AGNST PUB ORD SENSBLTY &,40.63558481200005,-74.15061653399994
INTOXICATED & IMPAIRED DRIVING,40.54377552000005,-74.16344525399995
SEX CRIMES,40.51180433500008,-74.25003459199995
ROBBERY,40.62384888900005,-74.08197985899994
AGRICULTURE & MRKTS LAW-UNCLASSIFIED,40.54481430900006,-74.14185929699995
HARRASSMENT 2,40.56201048200006,-74.10336844199999
CRIMINAL MISCHIEF & RELATED OF,40.61523843800006,-74.08938914599996
DANGEROUS DRUGS,40.623226819000074,-74.14922697299994
DANGEROUS WEAPONS,40.62580903600008,-74.07749722199995
GRAND LARCENY,40.545708558000044,-74.16866367499993
HARRASSMENT 2,40.604795463000066,-74.08447017699996
OFF. AGNST PUB ORD SENSBLTY &,40.57414012800007,-74.10600776499997
HARRASSMENT 2,40.63681896700007,-74.11865312699997
PETIT LARCENY,40.57817567600006,-74.16952683799997
HARRASSMENT 2,40.63681896700007,-74.11865312699997
HARRASSMENT 2,40.54481430900006,-74.14185929699995
DANGEROUS WEAPONS,40.62449258600003,-74.07997052399995
